1059955148	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								NOR	NORWAY	NOR								1	062	062	06	2	7.4	2	1	2	-1.80995475113122	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	1	Norway	NO	NO		62	10	NO	1	Norway	NO	NO		62	10	NO	20220824103000	https://sputniknews.com/20220824/norway-uk-to-donate-black-hornet-micro-drones-to-ukraine-defense-ministry-says-1099931408.html
1059955149	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								NOR	NORWAY	NOR								1	062	062	06	2	7.4	6	1	6	-1.80995475113122	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	1	Norway	NO	NO		62	10	NO	1	United Kingdom	UK	UK		54	-4	UK	20220824103000	https://sputniknews.com/20220824/norway-uk-to-donate-black-hornet-micro-drones-to-ukraine-defense-ministry-says-1099931408.html
1059955150	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								OPP	PRISONER						OPP			0	0841	084	08	2	7.0	10	1	10	-2.80597014925373	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955151	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	2	1	2	-5.05091649694501	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955152	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	6	1	6	-5.05091649694501	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Mayskoye, Samarskaya Oblast', Russia	RS	RS65	25096	52.2724	50.0338	-2955886	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955153	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	030	030	03	1	4.0	2	1	2	-5.05091649694501	4	Mayskoye, Samarskaya Oblast', Russia	RS	RS65	25096	52.2724	50.0338	-2955886	4	Mayskoye, Samarskaya Oblast', Russia	RS	RS65	25096	52.2724	50.0338	-2955886	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955154	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	3	1	3	-5.05091649694501	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955155	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	040	040	04	1	1.0	1	1	1	-5.05091649694501	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955156	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	040	040	04	1	1.0	1	1	1	-5.05091649694501	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955157	20220824	202208	2022	2022.6411	UKR	KYIV	UKR								RUS	RUSSIAN	RUS								0	042	042	04	1	1.9	4	1	4	-5.09138381201045	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
1059955158	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	043	043	04	1	2.8	1	1	1	-4.8780487804878	1	Ukraine	UP	UP		49	32	UP	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://sputniknews.com/20220824/uks-national-grid-proposes-paying-factories-to-cut-gas-usage-in-winter-1099926680.html
1059955159	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	044	044	04	1	2.5	2	1	2	-5.05091649694501	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955160	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	044	044	04	1	2.5	1	1	1	-5.05091649694501	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955161	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIAN	RUS								0	044	044	04	1	2.5	1	1	1	-5.05091649694501	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955162	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	044	044	04	1	2.5	1	1	1	-5.05091649694501	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955163	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	046	046	04	1	7.0	8	1	8	-3.64618501012829	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.aljazeera.com/news/2022/8/24/6-months-since-russia-invaded-ukraine-what-next-for-both-sides
1059955164	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	046	046	04	1	7.0	2	1	2	-3.64618501012829	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20220824103000	https://www.aljazeera.com/news/2022/8/24/6-months-since-russia-invaded-ukraine-what-next-for-both-sides
1059955165	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIA	RUS								0	057	057	05	1	8.0	2	1	2	-5.05091649694501	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955166	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIA	RUS								0	057	057	05	1	8.0	8	1	8	-5.05091649694501	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Mayskoye, Samarskaya Oblast', Russia	RS	RS65	25096	52.2724	50.0338	-2955886	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955167	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	061	061	06	2	6.4	10	1	10	-4.0650406504065	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824103000	https://www.bbc.co.uk/news/business-62659391
1059955168	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	0873	087	08	2	9.0	1	1	1	-2.80597014925373	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955169	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	0873	087	08	2	9.0	1	1	1	-2.80597014925373	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955170	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	0873	087	08	2	9.0	2	1	2	-2.80597014925373	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955171	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIA	RUS								0	100	100	10	3	-5.0	2	1	2	-3.64618501012829	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.aljazeera.com/news/2022/8/24/6-months-since-russia-invaded-ukraine-what-next-for-both-sides
1059955172	20220824	202208	2022	2022.6411	UKR	UKRAINIAN	UKR								RUS	RUSSIA	RUS								0	100	100	10	3	-5.0	8	1	8	-3.64618501012829	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20220824103000	https://www.aljazeera.com/news/2022/8/24/6-months-since-russia-invaded-ukraine-what-next-for-both-sides
1059955173	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	130	130	13	3	-4.4	2	1	2	-6.70886075949368	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.aljazeera.com/news/2022/8/24/ukraine-will-fight-to-the-end-zelenskyys-independence-day-vow
1059955174	20220824	202208	2022	2022.6411	UKR	KYIV	UKR								RUS	RUSSIA	RUS								1	138	138	13	3	-7.0	6	1	6	-4.17910447761194	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://gazette.com/news/us-world/weary-but-unbowed-ukraine-marks-independence-day-amid-fears-of-new-attacks/article_139cb8a8-e1c6-5ea1-9bd8-6046039a922e.html
1059955175	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	138	138	13	3	-7.0	2	1	2	-4.17910447761194	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://gazette.com/news/us-world/weary-but-unbowed-ukraine-marks-independence-day-amid-fears-of-new-attacks/article_139cb8a8-e1c6-5ea1-9bd8-6046039a922e.html
1059955176	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	1384	138	13	3	-7.0	2	1	2	-2.80597014925373	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955177	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	1384	138	13	3	-7.0	8	1	8	-2.80597014925373	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955178	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	160	160	16	4	-4.0	1	1	1	-2.80597014925373	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955179	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	160	160	16	4	-4.0	1	1	1	-2.80597014925373	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955180	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	160	160	16	4	-4.0	2	1	2	-2.80597014925373	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.nation.sc/articles/14781/august-24-is-ukraines-independence-day
1059955181	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	163	163	16	4	-8.0	10	1	10	-4.0650406504065	1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20220824103000	https://www.bbc.co.uk/news/business-62659391
1059955182	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	180	180	18	4	-9.0	4	1	4	-5.09138381201045	4	Nikopol, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.5712	34.3964	-1047778	4	Nikopol, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.5712	34.3964	-1047778	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
1059955183	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	180	180	18	4	-9.0	4	1	4	-5.09138381201045	4	Nikopol, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.5712	34.3964	-1047778	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
1059955184	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	180	180	18	4	-9.0	2	1	2	-5.09138381201045	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Nikopol, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.5712	34.3964	-1047778	4	Nikopol, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.5712	34.3964	-1047778	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
1059955185	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	194	194	19	4	-10.0	1	1	1	-5.05091649694501	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	4	Kherson, Khersons'ka Oblast', Ukraine	UP	UP08	28557	46.6558	32.6178	-1041356	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955186	20220824	202208	2022	2022.6411	UKR	KYIV	UKR								RUS	RUSSIA	RUS								0	194	194	19	4	-10.0	2	1	2	-5.09138381201045	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
1059955187	20220824	202208	2022	2022.6411	UKR	KYIV	UKR								RUS	RUSSIA	RUS								0	194	194	19	4	-10.0	2	1	2	-5.09138381201045	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	1	United States	US	US		39.828175	-98.5795	US	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
1059955188	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								0	194	194	19	4	-10.0	1	1	1	-5.05091649694501	4	Mayskoye, Samarskaya Oblast', Russia	RS	RS65	25096	52.2724	50.0338	-2955886	4	Mayskoye, Samarskaya Oblast', Russia	RS	RS65	25096	52.2724	50.0338	-2955886	4	Mayskoye, Samarskaya Oblast', Russia	RS	RS65	25096	52.2724	50.0338	-2955886	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955189	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUSMIL	RUSSIA	RUS					MIL			1	195	195	19	4	-10.0	8	4	8	-4.93223760092272	4	Pokrovsk, Mordoviya, Russia	RS	RS46	25110	54.768	45.837	-2985097	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Pokrovsk, Mordoviya, Russia	RS	RS46	25110	54.768	45.837	-2985097	20220824103000	https://kdhnews.com/news/world/ukraine-marks-independence-day-six-months-after-start-of-war/article_3e07c0ae-e6d6-5c4e-b9b1-b39b47f3b46b.html
1059955190	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUSMIL	RUSSIA	RUS					MIL			1	195	195	19	4	-10.0	2	1	2	-4.86358244365362	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Marhanets, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.6354	34.6277	-1045965	4	Marhanets, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.6354	34.6277	-1045965	20220824103000	https://www.caledonianrecord.com/news/national/ukraine-marks-independence-day-six-months-after-start-of-war/article_6f396810-89cc-58d7-8685-49fd52d41ce1.html
1059955191	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								RUSMIL	RUSSIA	RUS					MIL			1	195	195	19	4	-10.0	2	1	2	-4.72895040369089	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824103000	https://www.whas11.com/article/news/nation-world/ukraine-six-months/507-b36834d0-48c3-457d-914d-5ddd3e31da20
1059955192	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								TUR	ISTANBUL	TUR								0	040	040	04	1	1.0	1	1	1	-5.05091649694501	4	Donbas, Ukraine (general), Ukraine	UP	UP00	25090	48.5	38.5	-1038077	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955193	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								TUR	ISTANBUL	TUR								0	040	040	04	1	1.0	1	1	1	-5.05091649694501	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moskva, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.aljazeera.com/news/2022/8/24/timeline-six-months-of-russias-war-in-ukraine
1059955194	20220824	202208	2022	2022.6411	UKR	UKRAINE	UKR								UKRHLH	UKRAINE	UKR					HLH			1	042	042	04	1	1.9	2	1	2	1.15830115830116	4	Uzhhorod, Zakarpats'ka Oblast', Ukraine	UP	UP25	25457	48.6167	22.3	-1057311	4	Uzhhorod, Zakarpats'ka Oblast', Ukraine	UP	UP25	25457	48.6167	22.3	-1057311	4	Uzhhorod, Zakarpats'ka Oblast', Ukraine	UP	UP25	25457	48.6167	22.3	-1057311	20220824103000	https://www.nursingtimes.net/news/charities/nurse-helps-provide-medical-aid-to-hospitals-in-ukraine-24-08-2022/
1059955195	20220824	202208	2022	2022.6411	UKRCVL	KYIV	UKR					CVL			RUSMIL	RUSSIA	RUS					MIL			1	195	195	19	4	-10.0	6	1	6	-4.86358244365362	4	Marhanets, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.6354	34.6277	-1045965	4	Marhanets, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.6354	34.6277	-1045965	4	Marhanets, Dnipropetrovs'ka Oblast', Ukraine	UP	UP04	28566	47.6354	34.6277	-1045965	20220824103000	https://www.caledonianrecord.com/news/national/ukraine-marks-independence-day-six-months-after-start-of-war/article_6f396810-89cc-58d7-8685-49fd52d41ce1.html
1059955196	20220824	202208	2022	2022.6411	UKRCVL	KYIV	UKR					CVL			RUSMIL	RUSSIA	RUS					MIL			1	195	195	19	4	-10.0	6	1	6	-4.72895040369089	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20220824103000	https://www.whas11.com/article/news/nation-world/ukraine-six-months/507-b36834d0-48c3-457d-914d-5ddd3e31da20
1059955197	20220824	202208	2022	2022.6411	UKRGOV	KYIV	UKR					GOV			RUS	RUSSIAN	RUS								0	042	042	04	1	1.9	6	1	6	-5.09138381201045	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
1059955198	20220824	202208	2022	2022.6411	UKRGOV	KYIV	UKR					GOV			RUS	RUSSIAN	RUS								0	172	172	17	4	-5.0	6	1	6	-5.09138381201045	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
